1	2	6	261.04 177.51 179.01 271.73 196.74 265.08 207.83 261.76 220.02 263.97 231.11 259.54 246.63 261.76 264.36 263.97 247.73 271.73 232.21 273.95 222.24 273.95 
1	2	7	262.82 176.04 180.18 271.13 197.16 264.34 208.49 260.95 218.67 263.21 231.13 257.55 245.84 259.81 263.96 263.21 248.11 271.13 234.52 273.4 223.2 275.66 
1	2	8	259.36 176.29 180.53 274.27 195.17 260.76 207.56 256.25 219.95 258.5 231.21 251.75 248.1 256.25 264.99 260.76 251.48 276.52 239.09 283.28 223.33 285.53 
1	2	9	257.29 176.01 176.23 273.73 190.66 258.18 206.21 250.41 220.64 252.63 230.64 249.3 249.51 251.52 270.61 263.73 257.29 280.39 239.52 288.16 223.97 292.61 
1	2	10	258.47 168.55 178.06 269.07 191.46 253.44 208.21 245.62 222.73 245.62 232.78 243.38 254.01 245.62 275.23 255.67 261.83 274.66 242.84 283.59 227.2 288.06 
1	2	11	258.12 173.16 179.86 271.26 193.08 255.83 209.62 248.12 222.85 249.22 232.77 244.81 254.81 248.12 275.75 260.24 261.42 278.98 242.69 287.8 229.46 288.9 
1	2	12	256.62 171.1 181.41 269.88 194.88 253.04 208.35 245.18 221.82 245.18 231.92 242.94 249.88 245.18 268.96 259.77 258.86 274.36 240.9 281.1 226.31 286.71 
1	2	13	258.77 171.76 187.14 270.25 197.22 253.46 214.01 244.51 224.08 244.51 234.15 242.27 253.18 244.51 269.97 259.06 261.01 274.73 245.34 282.56 231.91 287.04 
1	2	14	255.12 171.73 183.29 270.08 194.34 252.4 210.92 243.56 220.86 243.56 231.91 241.35 250.7 243.56 265.07 260.14 256.23 275.61 241.86 284.45 228.6 286.66 
1	2	15	255.95 169.85 184.48 268.12 194.53 250.25 211.28 241.32 221.33 241.32 232.5 239.09 250.37 241.32 264.88 258.07 255.95 273.7 241.43 282.64 229.15 284.87 
1	2	16	257.11 167.53 186.79 265.76 195.72 247.9 212.46 240.09 222.51 240.09 233.67 237.86 251.53 240.09 266.04 255.72 257.11 273.58 242.6 282.51 230.32 283.62 
1	2	17	255.31 166.65 186.6 266.38 195.47 249.76 210.98 240.89 220.96 242.0 232.04 237.57 250.88 242.0 265.28 254.19 256.42 271.92 244.23 280.79 229.82 285.22 
1	2	18	255.33 163.55 189.37 265.78 197.06 249.29 211.35 241.6 221.25 240.5 234.44 235.0 252.03 240.5 266.32 251.49 257.53 269.08 245.43 278.98 230.04 284.47 
1	2	19	252.01 164.65 188.24 266.25 196.89 248.96 208.78 240.31 221.75 240.31 233.64 235.99 250.93 240.31 266.07 251.12 259.58 270.58 243.37 283.55 230.39 285.71 
1	2	20	254.02 163.52 191.45 266.7 199.14 249.14 210.12 241.45 222.19 241.45 235.36 237.06 251.83 240.36 263.9 251.33 260.61 271.09 246.34 284.26 234.26 290.85 
1	2	21	254.33 163.63 191.02 271.71 198.66 250.97 210.67 242.23 224.86 241.14 235.78 237.86 253.24 241.14 268.53 254.24 261.98 276.07 249.97 289.17 234.68 294.63 
1	2	22	253.28 161.97 190.69 272.05 198.24 250.46 211.19 238.59 224.14 238.59 234.94 236.43 252.2 238.59 268.39 253.7 262.99 274.2 251.12 289.31 234.94 293.63 
1	2	23	253.59 161.53 190.19 272.21 197.71 252.87 211.68 239.97 224.58 239.97 234.25 236.75 251.44 238.9 267.56 253.94 264.34 273.29 251.44 289.41 235.32 292.63 
1	2	24	253.89 162.04 191.39 273.89 197.97 251.96 210.03 239.89 223.19 239.89 235.25 237.7 252.8 239.89 269.25 253.05 262.67 273.89 251.7 287.05 235.25 292.53 
1	2	25	253.65 160.77 191.73 266.91 199.47 249.22 210.53 239.27 223.8 239.27 234.85 235.95 252.54 239.27 268.02 250.33 262.5 271.33 249.23 283.5 234.85 285.71 
1	2	26	254.56 162.58 191.69 267.73 199.28 250.38 210.12 240.63 223.13 240.63 233.97 238.46 251.31 240.63 266.49 253.63 259.98 268.81 244.81 279.65 232.88 282.9 
1	2	27	255.42 165.28 187.84 267.74 199.83 251.39 210.73 242.67 220.54 243.76 231.44 240.49 248.88 243.76 265.23 256.84 255.42 267.74 242.34 275.37 228.17 277.55 
1	2	28	256.38 165.72 184.94 266.83 199.23 252.54 211.32 244.85 220.11 247.05 231.1 241.55 247.58 242.65 265.17 251.44 254.18 265.73 238.79 269.03 227.8 273.42 
1	2	29	258.36 164.04 182.15 262.35 196.51 251.3 208.66 245.78 220.81 246.88 230.75 242.46 248.42 243.57 266.09 250.2 249.53 261.24 237.38 267.87 224.12 268.97 
1	2	30	259.62 165.26 181.59 261.13 196.08 252.22 209.46 244.41 221.72 245.53 231.75 242.18 248.48 243.3 266.31 249.99 250.71 260.02 236.21 266.71 223.95 268.94 
1	2	31	260.83 165.33 182.79 261.21 197.28 252.29 209.55 244.49 221.81 244.49 232.96 242.26 248.57 243.37 266.41 248.95 250.8 260.1 236.31 263.44 225.16 267.9 
1	2	32	261.65 165.28 182.07 261.67 197.76 251.58 208.97 244.86 222.42 244.86 233.63 242.62 249.32 243.74 266.14 248.22 251.57 259.43 236.99 262.79 225.79 267.28 
1	2	33	259.26 166.25 180.33 260.74 195.89 251.85 207.01 244.07 219.24 245.18 231.47 242.96 245.92 244.07 263.71 250.74 249.25 260.74 233.69 262.97 222.57 268.52 
1	2	34	259.95 166.57 181.34 261.79 196.84 251.82 207.91 244.07 220.09 245.18 232.27 242.96 246.66 244.07 263.27 250.71 249.98 260.68 234.48 264.0 223.41 268.43 
1	2	35	261.1 166.56 183.51 261.89 197.92 251.91 209.0 245.26 221.19 245.26 232.28 243.04 247.8 244.15 263.31 251.91 250.01 260.78 235.6 264.1 224.52 268.54 
1	2	36	261.6 164.39 184.95 258.82 197.17 248.82 209.39 242.15 221.61 242.15 231.61 239.93 248.27 242.15 263.82 248.82 249.38 258.82 234.94 262.15 223.83 266.59 
1	2	37	261.93 164.08 185.2 259.71 197.43 249.7 209.66 241.92 221.9 243.03 231.91 240.81 247.47 241.92 264.15 249.7 249.7 258.6 235.24 261.94 224.12 266.38 
1	2	38	261.68 165.07 185.46 260.35 197.79 249.14 209.0 243.54 221.33 243.54 232.54 240.18 247.11 243.54 262.8 249.14 250.47 259.23 234.78 262.6 224.69 264.84 
1	2	39	261.71 164.51 185.45 259.83 197.79 249.73 210.12 243.01 221.34 244.13 232.55 240.76 247.13 243.01 262.83 249.73 250.49 258.71 234.79 262.07 224.7 265.43 
1	2	40	258.76 167.71 182.26 261.95 194.45 253.08 205.54 245.32 217.74 245.32 228.82 244.21 243.24 245.32 259.87 251.97 247.67 261.95 232.15 265.28 221.06 269.71 
1	2	41	260.28 163.75 186.39 260.03 197.58 248.84 209.9 242.12 222.21 243.24 232.29 241.0 246.84 242.12 262.52 249.96 250.2 258.91 235.65 262.27 224.45 265.63 
1	2	42	259.65 168.19 186.21 261.66 198.45 251.65 209.57 244.97 221.81 244.97 232.94 242.74 247.41 244.97 262.98 251.65 250.74 261.66 235.17 265.0 225.15 269.45 
1	2	43	258.9 167.72 186.95 261.81 198.02 251.84 211.3 244.1 222.37 245.2 232.33 242.99 247.83 244.1 263.33 251.84 250.04 261.81 235.65 265.13 224.58 269.56 
1	2	44	259.11 167.8 186.65 261.12 198.73 251.24 210.8 244.65 222.88 244.65 232.76 242.45 248.13 244.65 263.5 252.33 250.33 261.12 236.05 264.41 225.08 268.8 
1	2	45	260.0 168.28 185.79 262.42 197.98 251.35 211.27 244.7 222.34 245.81 232.31 242.49 247.82 244.7 263.32 252.46 250.03 261.32 235.63 264.64 224.56 269.07 
1	2	46	256.67 167.17 184.78 260.85 195.68 252.13 207.66 244.51 219.64 244.51 229.44 243.42 245.78 244.51 261.03 252.13 247.96 260.85 232.71 265.2 221.82 269.56 
1	3	1	259.96 169.07 184.54 264.45 194.52 247.81 206.72 241.16 217.81 244.49 227.8 238.94 242.21 245.6 256.63 255.58 246.65 270.0 234.45 275.54 221.14 281.09 
1	3	2	263.88 169.21 184.75 263.95 194.78 248.35 209.27 241.66 219.3 243.89 229.33 239.43 244.94 246.12 257.2 256.15 248.28 270.64 236.02 276.21 222.64 280.67 
1	3	3	262.67 172.74 182.65 265.91 194.71 250.56 208.96 245.08 219.92 248.37 228.69 242.89 245.13 249.47 256.1 259.33 247.33 273.58 235.27 277.97 222.11 282.35 
1	3	4	262.69 174.58 182.58 265.66 194.65 251.4 207.82 245.91 218.79 248.11 228.67 243.72 242.93 249.2 257.2 259.08 247.32 272.25 233.06 276.64 222.09 279.93 
1	3	5	265.28 176.11 182.8 267.39 194.9 253.1 208.1 246.5 220.19 249.8 228.99 244.3 243.29 252.0 257.59 261.9 247.69 271.79 232.29 279.49 221.29 280.59 
1	3	6	262.71 174.58 177.38 268.66 193.79 255.54 204.73 250.07 215.67 251.16 227.7 247.88 239.74 251.16 256.15 259.91 244.11 269.76 229.89 276.32 220.04 277.42 
1	3	7	263.64 173.82 177.46 266.63 194.03 255.58 207.29 251.16 218.34 252.27 229.39 248.95 242.64 251.16 257.01 260.0 245.96 268.84 231.59 272.15 220.55 276.57 
1	3	8	260.25 171.7 176.66 266.28 193.16 256.38 205.25 249.79 215.15 250.89 227.25 248.69 239.35 250.89 255.85 258.58 242.65 268.48 230.55 273.98 219.55 276.18 
1	3	9	260.93 175.18 178.01 267.06 192.58 258.1 206.02 254.73 214.99 254.73 226.19 252.49 241.88 255.85 257.56 263.7 243.0 272.66 230.67 277.14 217.23 280.51 
1	3	10	264.51 172.02 174.67 266.3 190.2 257.43 205.72 250.77 215.71 256.32 225.69 249.66 241.22 256.32 258.96 261.86 242.33 272.96 230.13 276.28 215.71 278.5 
1	3	11	261.0 172.64 172.85 263.03 188.47 256.33 205.21 251.87 214.14 252.99 224.18 251.87 240.92 252.99 257.65 260.8 242.03 270.84 228.64 276.42 215.25 278.65 
1	3	12	262.4 175.48 176.21 266.15 190.76 258.31 206.43 256.08 216.5 257.19 226.58 254.96 242.25 257.19 259.04 265.03 243.37 275.11 231.06 280.7 216.5 282.94 
1	3	13	260.45 176.7 172.45 266.93 189.16 256.91 204.75 253.57 214.78 255.79 224.8 251.34 241.51 255.79 258.22 264.71 243.74 274.73 231.49 282.53 215.89 283.64 
1	3	14	261.52 179.2 179.26 268.13 191.49 254.79 205.94 250.35 215.94 251.46 225.95 249.23 242.62 252.57 259.3 261.46 247.07 278.14 232.62 284.81 218.17 285.92 
1	3	15	261.89 181.46 173.84 268.4 189.44 252.8 205.05 244.99 216.19 248.34 226.22 244.99 244.06 252.8 259.66 262.83 246.29 279.55 232.91 286.23 217.31 288.46 
1	3	16	260.45 181.98 171.94 263.85 187.43 250.57 202.91 243.93 213.98 245.04 223.94 243.93 241.64 250.57 256.02 262.74 243.85 278.23 229.47 283.76 213.98 287.08 
1	3	17	263.07 181.4 173.18 263.53 188.71 247.99 205.36 243.55 216.46 244.66 226.45 242.44 243.09 247.99 257.52 262.42 245.31 275.73 231.99 281.28 216.46 282.39 
1	3	18	262.69 180.91 172.19 262.59 187.64 246.03 204.2 241.62 215.23 243.83 225.17 241.62 241.72 246.03 256.07 261.49 243.93 274.73 230.69 281.35 215.23 282.46 
1	3	19	262.91 177.75 171.41 259.2 185.92 243.58 203.77 240.23 213.81 241.35 226.09 239.12 241.71 244.7 256.22 258.09 245.06 273.71 230.55 280.4 213.81 283.75 
1	3	20	261.01 175.25 170.33 260.47 184.54 242.99 202.02 236.43 211.85 240.8 224.96 236.43 239.16 242.99 254.46 258.28 243.53 273.58 228.24 282.32 211.85 284.5 
1	3	21	262.88 177.65 173.9 262.24 185.98 245.76 203.56 241.37 215.64 242.47 228.82 241.37 244.2 245.76 255.19 260.04 246.4 277.62 229.92 286.41 214.54 287.51 
1	3	22	263.07 174.94 175.87 263.23 185.68 245.79 203.12 238.16 215.11 239.25 228.19 237.07 244.54 244.7 255.44 255.6 246.72 273.03 232.55 283.93 218.38 288.29 
1	3	23	261.99 172.28 176.4 262.26 188.47 245.8 203.84 238.12 218.1 239.22 229.07 237.03 245.53 242.51 256.51 254.58 247.73 273.24 235.66 283.11 219.2 287.5 
1	3	24	264.13 172.99 179.68 265.22 191.91 247.44 207.46 239.66 220.8 240.77 231.91 238.55 249.69 244.1 259.69 256.33 253.02 274.1 240.8 284.1 224.13 287.44 
1	3	25	265.73 171.86 179.95 262.1 193.32 245.39 206.68 237.59 221.17 240.93 231.19 236.48 249.02 243.16 260.16 253.19 254.59 271.01 240.1 281.03 223.39 283.26 
1	3	26	265.73 171.9 179.94 263.25 193.31 246.54 205.57 238.74 218.94 242.08 231.19 237.63 247.9 244.31 260.16 254.34 251.25 272.16 238.99 281.08 223.39 282.19 
1	3	27	266.04 171.38 179.57 263.39 192.88 246.76 206.18 239.0 217.27 242.33 230.57 237.89 246.09 244.54 259.39 254.52 250.52 272.26 235.0 280.02 222.81 282.23 
1	3	28	263.83 171.86 176.94 263.21 190.31 246.5 203.68 238.7 213.71 242.04 225.96 237.59 241.56 244.27 257.15 254.3 247.13 268.78 231.53 274.35 220.39 278.8 
1	3	29	262.41 173.64 178.63 264.04 192.96 248.6 203.98 243.09 215.01 246.4 227.13 240.89 240.36 247.5 256.89 257.42 245.87 268.44 230.44 275.06 219.41 276.16 
1	3	30	263.07 174.07 178.17 258.98 193.81 248.92 204.98 242.22 215.03 245.57 226.2 241.1 240.73 247.8 257.48 256.74 244.08 266.8 230.67 273.5 220.62 274.62 
1	3	31	267.55 172.93 180.63 258.73 196.23 248.7 207.38 244.25 218.52 246.47 229.66 240.9 244.15 246.47 260.86 255.39 247.49 264.3 233.0 269.87 222.98 272.1 
1	3	32	267.52 172.91 179.51 256.47 195.1 246.44 207.36 243.1 217.38 245.32 229.64 239.75 243.01 245.32 260.83 254.24 246.35 263.15 232.98 265.38 221.84 268.72 
1	3	33	267.14 171.39 178.3 254.68 194.95 245.8 207.17 241.36 218.28 243.58 230.49 239.14 242.71 244.69 259.37 252.46 247.15 261.35 232.71 263.57 221.61 264.68 
1	3	34	264.99 172.98 177.82 257.92 191.23 248.98 206.88 242.28 216.93 245.63 228.11 240.04 242.64 246.75 259.4 255.69 243.76 263.51 232.58 266.86 218.05 266.86 
1	3	35	266.17 173.47 176.55 257.49 192.24 248.53 205.68 242.92 215.76 246.29 226.96 240.68 241.52 247.41 258.33 255.25 242.64 263.09 231.44 266.45 218.0 266.45 
1	3	36	264.58 170.18 176.56 253.74 192.16 244.83 205.53 240.37 215.56 243.71 226.7 237.03 241.18 243.71 257.89 252.63 242.29 260.43 231.15 262.65 217.78 262.65 
1	3	37	265.31 172.9 176.18 256.46 191.78 247.55 205.14 243.09 215.17 245.32 227.43 239.75 240.8 246.43 257.51 255.35 241.91 263.15 230.77 265.38 217.4 266.49 
1	3	38	261.67 172.87 176.53 256.89 191.09 247.93 205.65 241.21 215.74 244.57 226.94 238.97 241.5 245.69 258.31 254.65 242.62 262.49 231.42 265.86 216.86 265.86 
1	3	39	259.66 177.79 174.76 260.45 189.28 250.4 203.81 243.69 213.86 245.93 226.15 242.58 239.55 247.04 256.31 257.1 241.79 263.8 229.5 268.27 217.21 269.39 
1	3	40	260.32 177.82 175.97 259.97 192.4 250.11 204.45 244.64 217.59 246.83 228.55 241.35 242.79 247.92 257.03 256.69 246.08 264.35 229.64 266.55 219.79 268.74 
1	3	41	261.6 174.65 177.13 259.12 193.59 247.05 207.85 242.67 219.91 244.86 228.69 238.28 245.14 244.86 259.4 252.54 246.24 261.31 231.98 263.51 221.01 265.7 
1	3	42	258.18 170.21 175.3 258.61 191.88 248.67 205.14 240.93 217.3 244.24 227.24 239.82 242.71 244.24 257.08 251.98 244.92 260.82 229.45 265.24 218.4 266.35 
1	3	43	260.67 169.19 174.88 258.28 191.38 248.38 204.58 241.78 216.68 243.98 226.58 239.58 243.07 245.08 256.27 252.78 244.17 261.58 228.78 264.88 218.88 265.98 
1	3	44	260.83 169.31 174.67 258.74 191.03 247.83 205.21 242.38 217.2 245.65 225.93 239.11 242.29 245.65 257.56 253.28 244.47 262.01 229.2 265.28 218.29 266.37 
1	4	1	266.29 180.01 174.64 267.13 190.48 258.08 201.8 253.55 213.11 256.95 225.56 253.55 238.0 258.08 254.98 267.13 240.27 276.18 227.82 279.58 214.24 281.84 
1	4	2	267.99 178.35 175.56 265.14 192.47 258.38 203.74 253.87 213.89 256.12 226.28 253.87 238.68 257.25 255.59 264.01 239.81 271.9 228.54 274.16 215.01 276.41 
1	4	3	269.05 176.85 177.62 263.83 192.12 258.25 204.38 253.79 214.42 258.25 225.57 253.79 241.18 258.25 257.9 263.83 241.18 268.29 228.91 271.63 214.42 272.75 
1	4	4	269.63 177.24 179.67 266.09 191.89 259.43 206.33 257.21 215.21 258.32 226.32 257.21 241.87 258.32 259.64 266.09 242.98 272.76 228.54 274.98 216.32 274.98 
1	4	5	271.65 174.15 180.9 264.9 193.38 258.09 208.12 255.82 218.33 256.96 228.54 255.82 244.42 256.96 261.44 262.63 245.56 267.17 229.68 270.57 218.33 272.84 
1	4	6	268.39 170.48 179.04 259.82 195.8 256.47 206.96 252.01 215.9 256.47 227.07 252.01 242.7 253.12 259.45 258.71 242.7 265.41 230.42 268.76 217.01 268.76 
1	4	7	268.4 171.73 179.95 261.28 194.33 259.07 207.59 253.54 216.44 257.96 227.49 253.54 242.97 254.65 260.66 260.17 244.08 269.02 231.92 270.13 217.54 271.23 
1	4	8	265.96 172.26 177.91 261.42 191.29 253.62 205.78 251.39 216.92 253.62 226.95 251.39 243.67 252.5 262.62 260.31 245.9 270.34 230.29 277.02 216.92 279.25 
1	4	9	270.41 173.39 184.65 263.6 194.67 254.69 209.15 246.9 220.29 249.13 230.31 246.9 247.02 252.47 264.84 262.49 251.48 275.86 237.0 282.54 221.4 285.88 
1	4	10	268.48 171.51 185.36 263.38 195.2 253.54 209.42 245.89 221.45 246.98 231.3 245.89 248.79 251.35 265.2 262.29 254.26 278.7 238.95 287.45 222.55 288.54 
1	4	11	269.43 170.37 187.06 262.76 197.07 247.18 209.32 243.84 221.56 244.95 232.7 242.72 250.51 246.06 267.2 258.31 254.96 273.89 239.37 282.8 223.79 287.25 
1	4	12	271.51 167.85 190.96 261.06 200.01 247.49 212.68 242.06 223.54 243.87 233.5 240.25 250.69 245.68 269.7 254.73 257.03 272.83 241.64 280.97 227.16 282.78 
1	4	13	268.47 168.1 191.61 261.74 201.33 247.61 214.58 242.31 224.3 243.19 234.02 239.66 252.57 244.08 268.47 254.68 258.75 271.46 242.85 279.41 229.6 282.06 
1	4	14	265.51 165.04 191.02 259.28 198.2 244.02 211.66 238.64 220.63 240.43 231.4 235.94 249.35 241.33 266.4 250.3 255.63 269.15 241.27 277.23 226.91 279.02 
1	4	15	265.63 166.59 189.82 261.36 197.62 246.86 209.88 240.18 222.15 241.29 233.3 239.06 251.13 243.52 267.86 254.67 255.59 270.28 241.1 280.31 225.49 282.54 
1	4	16	264.94 163.52 191.55 258.92 198.89 245.16 209.9 238.74 220.91 238.74 231.91 236.91 250.26 238.74 267.69 250.66 257.6 267.18 242.92 277.27 229.16 280.94 
1	4	17	266.18 163.7 192.7 259.22 199.13 244.53 211.07 238.1 221.17 238.1 234.03 237.18 251.48 238.1 268.93 250.95 258.83 267.49 244.13 278.51 229.44 282.18 
1	4	18	264.99 163.69 192.96 259.13 199.27 244.72 211.87 238.42 220.87 239.32 234.38 236.62 251.49 238.42 270.39 250.13 261.39 268.13 246.08 279.84 231.68 284.34 
1	4	19	266.0 161.47 193.86 257.98 199.48 243.92 212.59 237.36 222.9 237.36 235.08 236.43 252.88 237.36 271.62 247.67 263.19 267.35 249.14 279.53 233.21 282.34 
1	4	20	265.12 162.7 195.65 260.33 200.35 245.31 213.49 238.74 222.88 238.74 235.08 237.8 253.86 237.8 272.63 247.19 265.12 267.84 250.1 280.04 235.08 283.8 
1	4	21	266.59 163.65 197.18 259.91 202.73 246.02 213.84 238.62 225.87 239.55 236.97 237.7 257.34 238.62 274.0 246.95 265.67 267.31 250.86 280.27 236.05 283.05 
1	4	22	267.35 160.94 196.6 257.42 203.03 242.72 214.05 236.29 226.92 237.2 237.03 234.45 257.24 235.37 276.53 247.31 266.43 264.77 250.81 277.63 236.11 280.39 
1	4	23	263.22 163.29 193.4 259.75 198.91 245.05 211.77 237.71 223.71 238.62 234.74 236.79 254.95 237.71 273.32 249.65 263.22 267.1 248.52 279.05 232.9 281.8 
1	4	24	264.51 160.72 195.74 259.74 200.33 245.07 214.08 236.82 225.08 237.73 236.09 234.07 257.17 234.98 275.51 247.82 265.42 263.41 249.84 276.24 235.17 278.08 
1	4	25	264.94 164.47 195.05 261.59 200.5 247.97 214.12 240.71 223.19 240.71 235.9 237.08 254.96 237.99 274.02 250.7 264.94 266.13 248.61 275.2 233.18 279.74 
1	4	26	265.37 163.29 196.94 260.54 203.24 247.93 214.94 240.73 223.95 240.73 236.55 235.33 252.76 239.83 273.47 248.83 260.87 263.24 245.56 271.34 232.05 274.94 
1	4	27	265.52 164.3 193.98 261.19 201.22 250.33 213.9 243.08 222.95 243.99 235.63 241.27 251.93 243.08 273.67 249.42 258.27 263.0 242.88 268.44 229.29 272.06 
